hospital,auc,mcc,fit_secs,condition,group,seed,n_features,model,task
H14,0.7885186757215619,0.3922318421504039,17.13,sub_coh,coh,44,190,catboost,patho
H15,0.6286563577143218,0.15083219632472544,16.55,sub_coh,coh,44,190,catboost,patho
H16,0.7780062595380357,0.3822360985490327,17.96,sub_coh,coh,44,190,catboost,patho
H17,0.7899968853820598,0.3954452894858252,19.79,sub_coh,coh,44,190,catboost,patho
H18,0.7399962010890211,0.40498367700679605,12.06,sub_coh,coh,44,190,catboost,patho
H19,0.7933483835123181,0.34968392901846757,18.42,sub_coh,coh,44,190,catboost,patho
H20,0.6694512124376377,0.1417587329553985,18.89,sub_coh,coh,44,190,catboost,patho
H21,0.6807747331352482,0.27771465092977354,14.17,sub_coh,coh,44,190,catboost,patho
H22,0.7891000304043783,0.3898813923290629,18.42,sub_coh,coh,44,190,catboost,patho
H23,0.7287176876520165,0.30174800547201924,18.34,sub_coh,coh,44,190,catboost,patho
H24,0.767082251082251,0.3386292991032459,18.87,sub_coh,coh,44,190,catboost,patho
H25,0.7720101137800253,0.34086065495263923,12.94,sub_coh,coh,44,190,catboost,patho
H26,0.836462492566477,0.41579341929861147,12.71,sub_coh,coh,44,190,catboost,patho
H27,0.7818511796733213,0.4044636841598665,9.23,sub_coh,coh,44,190,catboost,patho
H28,0.6895943562610228,0.25463082210394794,10.85,sub_coh,coh,44,190,catboost,patho
H29,0.7692757009345794,0.4247717850108422,10.06,sub_coh,coh,44,190,catboost,patho
H30,0.7325757575757577,0.3307727156380789,13.14,sub_coh,coh,44,190,catboost,patho
H1,0.7153630194213731,0.3058960038124398,37.64,sub_coh,coh,45,190,catboost,patho
H2,0.7200014568647889,0.32927368928556056,13.77,sub_coh,coh,45,190,catboost,patho
H3,0.7034132869905703,0.21249182838935793,8.8,sub_coh,coh,45,190,catboost,patho
H4,0.6998472350556766,0.25385278594039523,10.36,sub_coh,coh,45,190,catboost,patho
H5,0.6637083929849679,0.24809043766504604,8.93,sub_coh,coh,45,190,catboost,patho
H6,0.6650256028286137,0.2183489927787134,23.45,sub_coh,coh,45,190,catboost,patho
H7,0.7903232473983122,0.4395786249351055,14.82,sub_coh,coh,45,190,catboost,patho
H8,0.6520843580914905,0.09009565782919032,17.36,sub_coh,coh,45,190,catboost,patho
H9,0.6992594701135594,0.23323981326924145,18.54,sub_coh,coh,45,190,catboost,patho
H10,0.7083031352408086,0.3049045912741408,18.02,sub_coh,coh,45,190,catboost,patho
H11,0.7579280071843397,0.3702570997428273,24.05,sub_coh,coh,45,190,catboost,patho
H12,0.7661262295825085,0.3601302249699209,17.83,sub_coh,coh,45,190,catboost,patho
H13,0.7309958234790923,0.31229998911668677,19.62,sub_coh,coh,45,190,catboost,patho
H14,0.7833755570882851,0.34368624415518706,16.54,sub_coh,coh,45,190,catboost,patho
H15,0.6235097871802169,0.15316134883948698,16.95,sub_coh,coh,45,190,catboost,patho
H16,0.7853877292361813,0.4063298341849422,14.14,sub_coh,coh,45,190,catboost,patho
H17,0.7799003322259137,0.4135488215913606,22.71,sub_coh,coh,45,190,catboost,patho
H18,0.7556073508927441,0.4095207540753318,12.57,sub_coh,coh,45,190,catboost,patho
H19,0.7900921999282654,0.32932324087192383,14.72,sub_coh,coh,45,190,catboost,patho
H20,0.6738811716187281,0.16899187880105124,13.45,sub_coh,coh,45,190,catboost,patho
H21,0.6849125123803235,0.2824559370083226,10.96,sub_coh,coh,45,190,catboost,patho
H22,0.7908330799635147,0.3888206177638089,11.91,sub_coh,coh,45,190,catboost,patho
H23,0.7033203235477121,0.3024384276733,6.97,sub_coh,coh,45,190,catboost,patho
H24,0.7628051948051949,0.36020245729504147,8.75,sub_coh,coh,45,190,catboost,patho
H25,0.7778761061946903,0.3479411378110134,7.6,sub_coh,coh,45,190,catboost,patho
H26,0.8112522300569196,0.4091737588153389,6.67,sub_coh,coh,45,190,catboost,patho
H27,0.7851738098562054,0.41872956964054653,27.04,sub_coh,coh,45,190,catboost,patho
H28,0.6581002771478962,0.1640139774388806,23.73,sub_coh,coh,45,190,catboost,patho
H29,0.763142523364486,0.40459545209421655,19.63,sub_coh,coh,45,190,catboost,patho
H30,0.7281818181818183,0.38181818181818183,16.21,sub_coh,coh,45,190,catboost,patho
H1,0.7148227653515034,0.31185878316727744,39.91,sub_coh,coh,46,190,catboost,patho
H2,0.7090562834158827,0.3213491728615773,22.9,sub_coh,coh,46,190,catboost,patho
H3,0.7067054508506498,0.22032234949639137,13.46,sub_coh,coh,46,190,catboost,patho
H4,0.7029205195132205,0.2773718475826632,14.25,sub_coh,coh,46,190,catboost,patho
H5,0.6858768790264853,0.27364046715567936,13.58,sub_coh,coh,46,190,catboost,patho
H6,0.6757248925047368,0.24561103966090383,21.67,sub_coh,coh,46,190,catboost,patho
H7,0.7897190664662624,0.42683970610988736,19.1,sub_coh,coh,46,190,catboost,patho
H8,0.6506947860304968,0.0959057947455767,22.59,sub_coh,coh,46,190,catboost,patho
H9,0.6940559214356876,0.22954532081543233,30.17,sub_coh,coh,46,190,catboost,patho
H10,0.710392808433048,0.3046878646812712,23.87,sub_coh,coh,46,190,catboost,patho
H11,0.7489170888787582,0.36360189619105737,26.68,sub_coh,coh,46,190,catboost,patho
H12,0.743323234765265,0.3540609193323826,11.99,sub_coh,coh,46,190,catboost,patho
H13,0.7576329693554068,0.3266934300373198,5.73,sub_coh,coh,46,190,catboost,patho
H14,0.7713152589134126,0.3901452566186004,6.26,sub_coh,coh,46,190,catboost,patho
H15,0.6161759900494366,0.15292037561314845,7.14,sub_coh,coh,46,190,catboost,patho
H16,0.7799009337575334,0.3871536796097379,6.14,sub_coh,coh,46,190,catboost,patho
H17,0.7784431359753204,0.4111825095450066,6.45,sub_coh,coh,46,190,catboost,patho
H18,0.7522081170064581,0.41367294706445135,5.92,sub_coh,coh,46,190,catboost,patho
H19,0.7844448664120796,0.374298718561206,6.37,sub_coh,coh,46,190,catboost,patho
H20,0.6447911063295679,0.15543299919907885,6.9,sub_coh,coh,46,190,catboost,patho
H21,0.6672719269285793,0.1952515285986801,6.1,sub_coh,coh,46,190,catboost,patho
H22,0.7921556704165399,0.399766198013142,6.6,sub_coh,coh,46,190,catboost,patho
H23,0.7371599072345723,0.33874112480174906,20.64,sub_coh,coh,46,190,catboost,patho
H24,0.7595497835497835,0.33355656606336515,25.61,sub_coh,coh,46,190,catboost,patho
H25,0.7620480404551201,0.308231620925234,28.48,sub_coh,coh,46,190,catboost,patho
H26,0.8250998215954466,0.392459383626589,21.69,sub_coh,coh,46,190,catboost,patho
H27,0.7719670529107916,0.3764265585621492,23.81,sub_coh,coh,46,190,catboost,patho
H28,0.6760896951373142,0.22513314173361798,28.82,sub_coh,coh,46,190,catboost,patho
H29,0.7712470794392523,0.42286728440673904,17.34,sub_coh,coh,46,190,catboost,patho
H30,0.735909090909091,0.3560606060606061,16.21,sub_coh,coh,46,190,catboost,patho
H1,0.7707823232105058,0.39491122935560985,41.78,sub_pow,pow,42,190,catboost,patho
H2,0.7623731488378072,0.40014044687744216,15.22,sub_pow,pow,42,190,catboost,patho
H3,0.7542532495694089,0.27385472864214616,19.81,sub_pow,pow,42,190,catboost,patho
H4,0.7129081319511422,0.25537185734730805,21.66,sub_pow,pow,42,190,catboost,patho
H5,0.7290622763063708,0.328927940920652,15.42,sub_pow,pow,42,190,catboost,patho
H6,0.7166072534575094,0.29051507512943836,18.41,sub_pow,pow,42,190,catboost,patho
H7,0.8115119786819528,0.4484513083216421,16.95,sub_pow,pow,42,190,catboost,patho
H8,0.7269408919495,0.11947991589023314,11.97,sub_pow,pow,42,190,catboost,patho
H9,0.7225697724067437,0.3017497805499566,6.34,sub_pow,pow,42,190,catboost,patho
H10,0.7705588962014106,0.40153368011341106,6.24,sub_pow,pow,42,190,catboost,patho
H11,0.801035569494611,0.43332344891640745,6.22,sub_pow,pow,42,190,catboost,patho
H12,0.7806394584548436,0.4059584144629159,6.29,sub_pow,pow,42,190,catboost,patho
H13,0.7857152921048659,0.4022484370513203,5.84,sub_pow,pow,42,190,catboost,patho
H14,0.8012090142190152,0.3734295742953333,5.98,sub_pow,pow,42,190,catboost,patho
H15,0.6290384635655484,0.17211500884317563,22.27,sub_pow,pow,42,190,catboost,patho
H16,0.8325605907762343,0.46437276527578153,31.78,sub_pow,pow,42,190,catboost,patho
H17,0.8069493058851449,0.4488867077478383,21.38,sub_pow,pow,42,190,catboost,patho
H18,0.7427345827529441,0.40753658568410145,27.49,sub_pow,pow,42,190,catboost,patho
H19,0.8343073752909819,0.42429935234434757,21.94,sub_pow,pow,42,190,catboost,patho
H20,0.655454650929764,0.14968753378317468,16.91,sub_pow,pow,42,190,catboost,patho
H21,0.7665676240783537,0.4162866069368312,20.97,sub_pow,pow,42,190,catboost,patho
H22,0.8113408330799635,0.44437636910191003,16.21,sub_pow,pow,42,190,catboost,patho
H23,0.7372447536625374,0.3493177023922466,15.12,sub_pow,pow,42,190,catboost,patho
H24,0.812034632034632,0.42865377354271833,19.42,sub_pow,pow,42,190,catboost,patho
H25,0.8063716814159293,0.420997962937229,17.53,sub_pow,pow,42,190,catboost,patho
H26,0.8399881063630958,0.43325217490142914,13.77,sub_pow,pow,42,190,catboost,patho
H27,0.8594164456233422,0.521914927969423,9.53,sub_pow,pow,42,190,catboost,patho
H28,0.6839002267573697,0.21565269881475285,8.42,sub_pow,pow,42,190,catboost,patho
H29,0.8101635514018692,0.483228233599958,4.08,sub_pow,pow,42,190,catboost,patho
H30,0.7584848484848484,0.39221521462305103,5.87,sub_pow,pow,42,190,catboost,patho
H1,0.7664528731684137,0.3916203989607553,31.93,sub_pow,pow,43,190,catboost,patho
H2,0.7608893968846739,0.40132877627907954,32.21,sub_pow,pow,43,190,catboost,patho
H3,0.7582757146574476,0.2821747115866957,23.64,sub_pow,pow,43,190,catboost,patho
H4,0.7150765173639448,0.26059462669608824,19.02,sub_pow,pow,43,190,catboost,patho
H5,0.7242788117394416,0.3149089182191035,21.64,sub_pow,pow,43,190,catboost,patho
H6,0.7141275725071123,0.27490044137563957,36.13,sub_pow,pow,43,190,catboost,patho
H7,0.8071915550345231,0.45353904221583324,43.65,sub_pow,pow,43,190,catboost,patho
H8,0.7236124774553205,0.11298308550282886,15.93,sub_pow,pow,43,190,catboost,patho
H9,0.7189673985706955,0.27314206494284365,18.67,sub_pow,pow,43,190,catboost,patho
H10,0.7639421199165383,0.4031406965948104,30.72,sub_pow,pow,43,190,catboost,patho
H11,0.8012917174261401,0.4061281902161275,17.85,sub_pow,pow,43,190,catboost,patho
H12,0.7788999108505463,0.4032937046895033,16.42,sub_pow,pow,43,190,catboost,patho
H13,0.7874825139636694,0.41114476811143974,26.61,sub_pow,pow,43,190,catboost,patho
H14,0.797339240237691,0.35873048335488655,34.83,sub_pow,pow,43,190,catboost,patho
H15,0.6313785325027143,0.19653605291481455,5.36,sub_pow,pow,43,190,catboost,patho
H16,0.8362400093117094,0.4884711310364666,6.92,sub_pow,pow,43,190,catboost,patho
H17,0.8175241753678215,0.45029986058797977,11.34,sub_pow,pow,43,190,catboost,patho
H18,0.7375743953400025,0.40153243171269165,13.34,sub_pow,pow,43,190,catboost,patho
H19,0.8369095090406565,0.4139167651799847,8.57,sub_pow,pow,43,190,catboost,patho
H20,0.6540518305224188,0.13922214780625117,7.53,sub_pow,pow,43,190,catboost,patho
H21,0.7700671288654122,0.42693964965444203,7.55,sub_pow,pow,43,190,catboost,patho
H22,0.8183034356947401,0.4205007112245569,7.26,sub_pow,pow,43,190,catboost,patho
H23,0.7386588607952937,0.33780950139650107,28.26,sub_pow,pow,43,190,catboost,patho
H24,0.8088831168831169,0.37661148865444316,30.67,sub_pow,pow,43,190,catboost,patho
H25,0.8017446270543616,0.33442003392618513,21.9,sub_pow,pow,43,190,catboost,patho
H26,0.8270962535043751,0.4275280849330663,21.4,sub_pow,pow,43,190,catboost,patho
H27,0.8653915957001257,0.5637365148983347,35.2,sub_pow,pow,43,190,catboost,patho
H28,0.655580750818846,0.18044344347886482,24.8,sub_pow,pow,43,190,catboost,patho
H29,0.8103095794392522,0.5368661372821317,17.06,sub_pow,pow,43,190,catboost,patho
H30,0.7392424242424241,0.39668945516587223,15.06,sub_pow,pow,43,190,catboost,patho
H1,0.766439428980233,0.3888240834301206,41.48,sub_pow,pow,44,190,catboost,patho
H2,0.7596584986893937,0.3988117493630242,19.2,sub_pow,pow,44,190,catboost,patho
H3,0.7576468656679429,0.29467280602270923,9.7,sub_pow,pow,44,190,catboost,patho
H4,0.7129918772664631,0.26417205610538685,8.63,sub_pow,pow,44,190,catboost,patho
H5,0.7217644953471726,0.3102796663004169,6.72,sub_pow,pow,44,190,catboost,patho
H6,0.7148942953941702,0.27465877839818087,5.81,sub_pow,pow,44,190,catboost,patho
H7,0.8095293112549368,0.4672475636668907,6.0,sub_pow,pow,44,190,catboost,patho
H8,0.7332902934907362,0.1136574958896224,6.24,sub_pow,pow,44,190,catboost,patho
H9,0.7221869999698095,0.29134440997361305,6.33,sub_pow,pow,44,190,catboost,patho
H10,0.7688232456039584,0.39095075107791083,6.44,sub_pow,pow,44,190,catboost,patho
H11,0.8030496850752664,0.39386533245291394,6.58,sub_pow,pow,44,190,catboost,patho
H12,0.7850327133165108,0.38560681364556254,6.27,sub_pow,pow,44,190,catboost,patho
H13,0.788831077341116,0.40811707743323644,24.48,sub_pow,pow,44,190,catboost,patho
H14,0.8023994588285229,0.3550523931773527,24.09,sub_pow,pow,44,190,catboost,patho
H15,0.6343405116529108,0.20329772715128916,27.67,sub_pow,pow,44,190,catboost,patho
H16,0.8212151780864436,0.44505396041731726,36.33,sub_pow,pow,44,190,catboost,patho
H17,0.815811135500712,0.4522304808116865,20.09,sub_pow,pow,44,190,catboost,patho
H18,0.7447567114093959,0.424518664178986,33.07,sub_pow,pow,44,190,catboost,patho
H19,0.828695205744386,0.41396808671060653,16.48,sub_pow,pow,44,190,catboost,patho
H20,0.6480608381060871,0.131350850814191,14.87,sub_pow,pow,44,190,catboost,patho
H21,0.7566413557829867,0.39351743464181715,12.38,sub_pow,pow,44,190,catboost,patho
H22,0.8141380358771663,0.44437636910191003,18.81,sub_pow,pow,44,190,catboost,patho
H23,0.7426749250523219,0.3339083403974883,18.36,sub_pow,pow,44,190,catboost,patho
H24,0.8177835497835498,0.40011609790771807,15.09,sub_pow,pow,44,190,catboost,patho
H25,0.8102402022756003,0.4162642028743236,26.32,sub_pow,pow,44,190,catboost,patho
H26,0.8265865262084785,0.42223114445654175,24.17,sub_pow,pow,44,190,catboost,patho
H27,0.8582995951417004,0.5170697629341597,12.02,sub_pow,pow,44,190,catboost,patho
H28,0.6685815066767448,0.20597197349175844,4.78,sub_pow,pow,44,190,catboost,patho
H29,0.8210426401869159,0.5093078346196772,6.78,sub_pow,pow,44,190,catboost,patho
H30,0.7456060606060607,0.3825184261187248,6.19,sub_pow,pow,44,190,catboost,patho
H1,0.7697118455309135,0.3966102683058728,29.43,sub_pow,pow,45,190,catboost,patho
H2,0.7630949071134283,0.3956211925508156,5.82,sub_pow,pow,45,190,catboost,patho
H3,0.7573037867241614,0.2969411233916212,6.15,sub_pow,pow,45,190,catboost,patho
H4,0.7182217441057911,0.2657050892341743,38.08,sub_pow,pow,45,190,catboost,patho
H5,0.7188833214030064,0.31089107992891485,31.83,sub_pow,pow,45,190,catboost,patho
H6,0.7162401910153653,0.28884485555170236,15.5,sub_pow,pow,45,190,catboost,patho
H7,0.8072636327597501,0.44780050077377315,17.67,sub_pow,pow,45,190,catboost,patho
H8,0.74217699622889,0.11650842529316786,18.95,sub_pow,pow,45,190,catboost,patho
H9,0.7189760244284291,0.2800918599401008,40.91,sub_pow,pow,45,190,catboost,patho
H10,0.7689381201922375,0.4020987834971951,24.49,sub_pow,pow,45,190,catboost,patho
H11,0.8003677552445526,0.39036126059408865,25.62,sub_pow,pow,45,190,catboost,patho
H12,0.785605007479488,0.4068496641243016,26.79,sub_pow,pow,45,190,catboost,patho
H13,0.7873597343128869,0.40490234877978526,19.17,sub_pow,pow,45,190,catboost,patho
H14,0.8021010186757217,0.38342862821499446,8.45,sub_pow,pow,45,190,catboost,patho
H15,0.6339320536740136,0.18830106576071512,7.83,sub_pow,pow,45,190,catboost,patho
H16,0.8294340549908177,0.4652517279276621,5.67,sub_pow,pow,45,190,catboost,patho
H17,0.806548855007119,0.4449202337369061,6.86,sub_pow,pow,45,190,catboost,patho
H18,0.7435418513359503,0.40987752023770124,6.59,sub_pow,pow,45,190,catboost,patho
H19,0.8321553403520617,0.4309678900135227,6.45,sub_pow,pow,45,190,catboost,patho
H20,0.6498855593878219,0.15858516941241793,6.25,sub_pow,pow,45,190,catboost,patho
H21,0.7656982502476065,0.4240528731470962,6.52,sub_pow,pow,45,190,catboost,patho
H22,0.8233201581027669,0.47676318688241537,27.0,sub_pow,pow,45,190,catboost,patho
H23,0.7411194072062899,0.345464757414601,23.55,sub_pow,pow,45,190,catboost,patho
H24,0.8140086580086581,0.38020548952407757,27.5,sub_pow,pow,45,190,catboost,patho
H25,0.7938305941845766,0.38745952597237243,26.16,sub_pow,pow,45,190,catboost,patho
H26,0.8400518222750827,0.4607058941109898,22.33,sub_pow,pow,45,190,catboost,patho
H27,0.8501745078877565,0.5060927064992726,14.16,sub_pow,pow,45,190,catboost,patho
H28,0.6609221466364325,0.2740740740740741,15.8,sub_pow,pow,45,190,catboost,patho
H29,0.8203125,0.5277094708705795,18.81,sub_pow,pow,45,190,catboost,patho
H30,0.7389393939393939,0.34208244282912725,18.72,sub_pow,pow,45,190,catboost,patho
H1,0.7682470190462845,0.3954600257875044,38.79,sub_pow,pow,46,190,catboost,patho
H2,0.7655199005060507,0.40446577013371315,14.55,sub_pow,pow,46,190,catboost,patho
H3,0.749440076577079,0.28009579794604145,13.62,sub_pow,pow,46,190,catboost,patho
H4,0.7107093958871495,0.25823171857774546,14.54,sub_pow,pow,46,190,catboost,patho
H5,0.7219438976377952,0.3239068260851684,14.59,sub_pow,pow,46,190,catboost,patho
H6,0.7146384233998286,0.2793917243420923,10.95,sub_pow,pow,46,190,catboost,patho
H7,0.8116126755039612,0.4520097859941332,9.08,sub_pow,pow,46,190,catboost,patho
H8,0.7306423184128545,0.11882425972258241,5.36,sub_pow,pow,46,190,catboost,patho
H9,0.7244458964638296,0.2954974227557683,6.64,sub_pow,pow,46,190,catboost,patho
H10,0.7724104657015809,0.4122601166825572,6.19,sub_pow,pow,46,190,catboost,patho
H11,0.8021135253731297,0.40460495733995716,6.5,sub_pow,pow,46,190,catboost,patho
H12,0.7804222510992581,0.4035660191904082,6.18,sub_pow,pow,46,190,catboost,patho
H13,0.784634428621748,0.4065057154041328,6.33,sub_pow,pow,46,190,catboost,patho
H14,0.799229361205433,0.3687822151589159,6.52,sub_pow,pow,46,190,catboost,patho
H15,0.6335604886738555,0.21151193308531197,25.45,sub_pow,pow,46,190,catboost,patho
H16,0.8265920436615709,0.4775476039958618,25.34,sub_pow,pow,46,190,catboost,patho
H17,0.8157332700522071,0.45231124080252944,25.32,sub_pow,pow,46,190,catboost,patho
H18,0.7369491579080664,0.4141068233437836,27.45,sub_pow,pow,46,190,catboost,patho
H19,0.8365016069934103,0.41032457704869807,17.16,sub_pow,pow,46,190,catboost,patho
H20,0.6451075319853601,0.16033376175171996,27.41,sub_pow,pow,46,190,catboost,patho
H21,0.7781225927148674,0.4132943100546601,23.45,sub_pow,pow,46,190,catboost,patho
H22,0.8180906050471267,0.4748498981487015,13.62,sub_pow,pow,46,190,catboost,patho
H23,0.7368770858080209,0.3262330865658078,18.35,sub_pow,pow,46,190,catboost,patho
H24,0.8139047619047619,0.40271422501226833,21.56,sub_pow,pow,46,190,catboost,patho
H25,0.8092541087231353,0.3956126812101594,15.97,sub_pow,pow,46,190,catboost,patho
H26,0.8255458329793561,0.4439774499749374,17.38,sub_pow,pow,46,190,catboost,patho
H27,0.854893201172693,0.5122472957819688,19.45,sub_pow,pow,46,190,catboost,patho
H28,0.6704963466868229,0.2151762885377345,16.57,sub_pow,pow,46,190,catboost,patho
H29,0.8280519859813085,0.5016347655252759,12.89,sub_pow,pow,46,190,catboost,patho
H30,0.7421212121212122,0.35750760594942355,26.26,sub_pow,pow,46,190,catboost,patho
H1,0.7628787842070825,0.36400391683481137,30.44,sub_cov,cov,42,190,catboost,patho
H2,0.7321273772734432,0.332041484672106,20.28,sub_cov,cov,42,190,catboost,patho
H3,0.6994078596830353,0.20664303379660504,16.39,sub_cov,cov,42,190,catboost,patho
H4,0.8017933862558763,0.37634453137174695,22.5,sub_cov,cov,42,190,catboost,patho
H5,0.7523228346456693,0.3606884461575896,15.06,sub_cov,cov,42,190,catboost,patho
H6,0.7046205659459829,0.2659185572737784,17.56,sub_cov,cov,42,190,catboost,patho
H7,0.8064326189865448,0.4529030801624526,18.33,sub_cov,cov,42,190,catboost,patho
H8,0.6718457943925233,0.11780347809724731,21.23,sub_cov,cov,42,190,catboost,patho
H9,0.7115071098632371,0.2623196116681205,14.9,sub_cov,cov,42,190,catboost,patho
H10,0.7588124473926601,0.35292113071888637,18.32,sub_cov,cov,42,190,catboost,patho
H11,0.8393007161469251,0.4530221999880063,14.26,sub_cov,cov,42,190,catboost,patho
H12,0.7696109910699446,0.39437198719105393,16.93,sub_cov,cov,42,190,catboost,patho
H13,0.779902380113722,0.37119189907449135,20.56,sub_cov,cov,42,190,catboost,patho
H14,0.7924945617572157,0.3758980614473317,18.94,sub_cov,cov,42,190,catboost,patho
H15,0.6378268981437561,0.18940996625375542,12.19,sub_cov,cov,42,190,catboost,patho
H16,0.8387101989084607,0.4712154714221853,11.71,sub_cov,cov,42,190,catboost,patho
H17,0.815499673706692,0.4489747185769433,7.72,sub_cov,cov,42,190,catboost,patho
H18,0.7565095922502216,0.4223147695693373,10.55,sub_cov,cov,42,190,catboost,patho
H19,0.7876096236751975,0.3239244108750473,15.11,sub_cov,cov,42,190,catboost,patho
H20,0.7091098946302566,0.22606701462319054,9.44,sub_cov,cov,42,190,catboost,patho
H21,0.7369098712446351,0.32552635787833584,8.29,sub_cov,cov,42,190,catboost,patho
H22,0.7483885679537854,0.3101470088785526,12.8,sub_cov,cov,42,190,catboost,patho
H23,0.70397081282878,0.2500271022509805,17.6,sub_cov,cov,42,190,catboost,patho
H24,0.8311168831168831,0.4314401096263613,13.98,sub_cov,cov,42,190,catboost,patho
H25,0.7850063211125159,0.38565870075304093,11.54,sub_cov,cov,42,190,catboost,patho
H26,0.8300484240931102,0.4574051751316875,13.64,sub_cov,cov,42,190,catboost,patho
H27,0.8193494345944435,0.46221665171740284,15.29,sub_cov,cov,42,190,catboost,patho
H28,0.7148400100781053,0.29660688946778774,14.61,sub_cov,cov,42,190,catboost,patho
H29,0.827394859813084,0.5616339820121098,18.6,sub_cov,cov,42,190,catboost,patho
H30,0.7743939393939394,0.4121647748173438,12.95,sub_cov,cov,42,190,catboost,patho
